trial_number,duration_seconds,label,first_file,second_file,cosine_similarity
7465,3,0,id10306/XcXDiYWIS6E/00011.wav,id10302/ekqJava7sdE/00002.wav,0.0647631585597992
7466,3,1,id10306/XcXDiYWIS6E/00012.wav,id10306/IANjHJYjfW8/00012.wav,0.6216782927513123
7467,3,0,id10306/XcXDiYWIS6E/00013.wav,id10270/5sJomL_D0_g/00001.wav,0.025308217853307724
7468,3,0,id10306/XcXDiYWIS6E/00014.wav,id10296/SKwsA_nq1P8/00010.wav,0.04899493604898453
7469,3,0,id10306/XcXDiYWIS6E/00014.wav,id10288/A3ZvNuG8_oM/00002.wav,-0.20389129221439362
7470,3,1,id10306/YVeA3K_cPoc/00002.wav,id10306/IANjHJYjfW8/00012.wav,0.5744777917861938
7471,3,1,id10306/YVeA3K_cPoc/00002.wav,id10306/uzt36PBzT2w/00004.wav,0.4990057647228241
7472,3,0,id10306/YVeA3K_cPoc/00002.wav,id10293/TnOGBL8p-RM/00002.wav,0.014106091111898422
7473,3,1,id10306/a2rD02CrRdU/00001.wav,id10306/cc5WSHcgkl8/00003.wav,0.5476155281066895
7474,3,1,id10306/a2rD02CrRdU/00001.wav,id10306/XcXDiYWIS6E/00006.wav,0.48605865240097046
7475,3,0,id10306/a2rD02CrRdU/00001.wav,id10305/nJbBcMdxQU4/00001.wav,0.06920966506004333
7476,3,1,id10306/a2rD02CrRdU/00001.wav,id10306/ux1zzNHqQI8/00001.wav,0.5735985636711121
7477,3,1,id10306/a2rD02CrRdU/00002.wav,id10306/ux1zzNHqQI8/00003.wav,0.5044149160385132
7478,3,0,id10306/a2rD02CrRdU/00002.wav,id10289/sf4uMnkYFG8/00011.wav,0.004423495847731829
7479,3,1,id10306/a2rD02CrRdU/00002.wav,id10306/C3AhSlYJd3w/00007.wav,0.5220038294792175
7480,3,0,id10306/a2rD02CrRdU/00002.wav,id10290/HYiqXC0B3iY/00014.wav,0.13662174344062805
7481,3,1,id10306/a2rD02CrRdU/00003.wav,id10306/ux1zzNHqQI8/00001.wav,0.460149347782135
7482,3,0,id10306/a2rD02CrRdU/00003.wav,id10304/JQtDfEz08aU/00033.wav,0.02761097252368927
7483,3,1,id10306/a2rD02CrRdU/00004.wav,id10306/4E-dEOQQsvo/00003.wav,0.4048895239830017
7484,3,1,id10306/cc5WSHcgkl8/00001.wav,id10306/5jsUg3uxG-E/00006.wav,0.3818058669567108
7485,3,1,id10306/cc5WSHcgkl8/00001.wav,id10306/cc5WSHcgkl8/00003.wav,0.562709391117096
7486,3,1,id10306/cc5WSHcgkl8/00002.wav,id10306/mH6gd26SGcU/00001.wav,0.37620410323143005
7487,3,1,id10306/cc5WSHcgkl8/00002.wav,id10306/C3AhSlYJd3w/00007.wav,0.6119285225868225
7488,3,0,id10306/cc5WSHcgkl8/00003.wav,id10309/qFrRfhWombs/00002.wav,0.1178450882434845
7489,3,1,id10306/cc5WSHcgkl8/00004.wav,id10306/2SaEbN8hYz4/00007.wav,0.6280863285064697
7490,3,1,id10306/cc5WSHcgkl8/00004.wav,id10306/vZ56u00v6WA/00001.wav,0.4504539370536804
7491,3,0,id10306/cc5WSHcgkl8/00004.wav,id10292/3kzw8lTcUBU/00004.wav,0.15040338039398193
7492,3,1,id10306/cc5WSHcgkl8/00006.wav,id10306/IANjHJYjfW8/00012.wav,0.5729002952575684
7493,3,0,id10306/cc5WSHcgkl8/00006.wav,id10304/JQtDfEz08aU/00010.wav,-0.024239543825387955
7494,3,0,id10306/cc5WSHcgkl8/00006.wav,id10278/shA_TsV-PFs/00001.wav,0.011212963610887527
7495,3,1,id10306/cc5WSHcgkl8/00008.wav,id10306/kQOkcEZUpJ4/00001.wav,0.7103530168533325
7496,3,0,id10306/cc5WSHcgkl8/00008.wav,id10307/wtqPC9vEZ0M/00003.wav,0.0947195366024971
7497,3,0,id10306/cc5WSHcgkl8/00008.wav,id10273/0LbtndiXJC0/00001.wav,0.013694850727915764
7498,3,0,id10306/cc5WSHcgkl8/00009.wav,id10289/3g9CjhcNEWk/00013.wav,0.11813554167747498
7499,3,1,id10306/cc5WSHcgkl8/00009.wav,id10306/cc5WSHcgkl8/00003.wav,0.6352364420890808
7500,3,0,id10306/cc5WSHcgkl8/00011.wav,id10273/eLl_yTeuaKo/00025.wav,-0.02902218885719776
7501,3,0,id10306/cc5WSHcgkl8/00011.wav,id10309/0b1inHMAr6o/00010.wav,0.007755604572594166
7502,3,0,id10306/cc5WSHcgkl8/00012.wav,id10293/MHOCv7pOmG4/00014.wav,-0.207984060049057
7503,3,0,id10306/cc5WSHcgkl8/00012.wav,id10297/31XtFWtF7Sc/00011.wav,-0.005539196543395519
7504,3,0,id10306/cc5WSHcgkl8/00012.wav,id10283/u3s9xdUlmmk/00005.wav,-0.05667535960674286
7505,3,0,id10306/cc5WSHcgkl8/00013.wav,id10305/nJbBcMdxQU4/00001.wav,0.09443490207195282
7506,3,0,id10306/dV9uAF9vGds/00001.wav,id10298/DWT9P35cXT4/00007.wav,-0.005430348217487335
7507,3,1,id10306/dV9uAF9vGds/00001.wav,id10306/C3AhSlYJd3w/00002.wav,0.6057729721069336
7508,3,0,id10306/ehwAeTUqH0s/00001.wav,id10278/rgcxEM5jOc4/00005.wav,-0.05549054965376854
7509,3,1,id10306/ehwAeTUqH0s/00001.wav,id10306/4E-dEOQQsvo/00002.wav,0.41802746057510376
7510,3,0,id10306/ehwAeTUqH0s/00001.wav,id10278/shA_TsV-PFs/00001.wav,-0.01962439715862274
7511,3,1,id10306/ehwAeTUqH0s/00001.wav,id10306/XcXDiYWIS6E/00006.wav,0.44324690103530884
7512,3,0,id10306/ehwAeTUqH0s/00002.wav,id10283/j5ArtKwbobY/00012.wav,-0.03332452476024628
7513,3,0,id10306/ehwAeTUqH0s/00002.wav,id10299/SX-117N_MoI/00006.wav,0.036654166877269745
7514,3,0,id10306/ehwAeTUqH0s/00002.wav,id10289/7UePD3HoAS8/00004.wav,0.24712669849395752
7515,3,0,id10306/ehwAeTUqH0s/00003.wav,id10286/9K2YB1d8BqY/00018.wav,-0.1438896805047989
7516,3,0,id10306/ehwAeTUqH0s/00004.wav,id10302/K2_D_tFdAgY/00018.wav,-0.03914579004049301
7517,3,0,id10306/ehwAeTUqH0s/00004.wav,id10281/qBTOwaSOS-M/00001.wav,-0.020629972219467163
7518,3,0,id10306/ehwAeTUqH0s/00005.wav,id10308/rgpPBT4yQcg/00008.wav,0.05487304925918579
7519,3,0,id10306/ehwAeTUqH0s/00005.wav,id10283/u3s9xdUlmmk/00006.wav,-0.04082593321800232
7520,3,1,id10306/ehwAeTUqH0s/00006.wav,id10306/XcXDiYWIS6E/00003.wav,0.45953261852264404
7521,3,0,id10306/ehwAeTUqH0s/00006.wav,id10300/fAe7DXqrZls/00001.wav,0.034856949001550674
7522,3,1,id10306/ehwAeTUqH0s/00007.wav,id10306/ST2JZXcyYkE/00006.wav,0.5926002264022827
7523,3,0,id10306/ehwAeTUqH0s/00007.wav,id10295/3tvnlmkCiTw/00008.wav,0.0033463463187217712
7524,3,1,id10306/ehwAeTUqH0s/00008.wav,id10306/uzt36PBzT2w/00004.wav,0.5944312214851379
7525,3,0,id10306/ehwAeTUqH0s/00008.wav,id10283/gAKHqHbNt2g/00006.wav,-0.02936827391386032
7526,3,0,id10306/ehwAeTUqH0s/00008.wav,id10283/p5g1heXp34o/00007.wav,-0.020132169127464294
7527,3,1,id10306/ehwAeTUqH0s/00008.wav,id10306/XcXDiYWIS6E/00003.wav,0.48536139726638794
7528,3,1,id10306/ehwAeTUqH0s/00008.wav,id10306/2SaEbN8hYz4/00005.wav,0.6097356677055359
7529,3,0,id10306/f7UFndMkCDE/00001.wav,id10278/Pp-rAswo4Xg/00023.wav,0.006206998601555824
7530,3,1,id10306/f7UFndMkCDE/00001.wav,id10306/uzt36PBzT2w/00006.wav,0.6186096668243408
7531,3,0,id10306/g7twW6td2gA/00001.wav,id10294/L812MIi7ruk/00003.wav,-0.14889343082904816
7532,3,0,id10306/g7twW6td2gA/00001.wav,id10284/7yx9A0yzLYk/00001.wav,0.013457726687192917
7533,3,0,id10306/g7twW6td2gA/00002.wav,id10296/tlP585mCdl0/00003.wav,-0.02430012822151184
7534,3,0,id10306/kQOkcEZUpJ4/00001.wav,id10307/120gjdqGWNQ/00016.wav,0.006856784224510193
7535,3,1,id10306/kQOkcEZUpJ4/00002.wav,id10306/ux1zzNHqQI8/00003.wav,0.5487916469573975
7536,3,1,id10306/kQOkcEZUpJ4/00002.wav,id10306/IANjHJYjfW8/00003.wav,0.6941400766372681
7537,3,0,id10306/kQOkcEZUpJ4/00003.wav,id10299/x3QoGpHxThw/00003.wav,0.030654242262244225
7538,3,0,id10306/kQOkcEZUpJ4/00003.wav,id10296/tlP585mCdl0/00001.wav,-0.014517996460199356
7539,3,1,id10306/kQOkcEZUpJ4/00004.wav,id10306/5jsUg3uxG-E/00001.wav,0.5687582492828369
7540,3,0,id10306/kQOkcEZUpJ4/00004.wav,id10285/d-ZEojJk-rs/00003.wav,0.0189848393201828
7541,3,0,id10306/kQOkcEZUpJ4/00005.wav,id10285/uArtiTSTnSU/00006.wav,-0.05571793019771576
7542,3,1,id10306/kQOkcEZUpJ4/00005.wav,id10306/YVeA3K_cPoc/00001.wav,0.3775518834590912
7543,3,1,id10306/kQOkcEZUpJ4/00005.wav,id10306/2SaEbN8hYz4/00012.wav,0.5899326801300049
7544,3,0,id10306/kQOkcEZUpJ4/00005.wav,id10291/4aLg_keiGHw/00007.wav,0.020603034645318985
7545,3,0,id10306/kQOkcEZUpJ4/00006.wav,id10283/r9-0pljhZqs/00003.wav,0.009023105725646019
7546,3,0,id10306/kQOkcEZUpJ4/00006.wav,id10295/3tvnlmkCiTw/00016.wav,0.08132775872945786
7547,3,1,id10306/kQOkcEZUpJ4/00007.wav,id10306/IANjHJYjfW8/00012.wav,0.6004251837730408
7548,3,0,id10306/kQOkcEZUpJ4/00008.wav,id10307/IASj5B-pAyM/00005.wav,0.01718667335808277
7549,3,0,id10306/kQOkcEZUpJ4/00008.wav,id10280/v0Q-VyO4TjI/00001.wav,0.09170957654714584
7550,3,0,id10306/lhXzCbjbosM/00001.wav,id10302/2Er-cV85fc4/00025.wav,-0.001131683588027954
7551,3,1,id10306/m9fohvC12S0/00001.wav,id10306/IANjHJYjfW8/00009.wav,0.4710518419742584
7552,3,1,id10306/tELtXMqh_xg/00001.wav,id10306/ST2JZXcyYkE/00006.wav,0.6264934539794922
7553,3,0,id10306/tELtXMqh_xg/00001.wav,id10270/5r0dWxy17C8/00007.wav,-0.04961065948009491
7554,3,1,id10306/tELtXMqh_xg/00002.wav,id10306/IANjHJYjfW8/00003.wav,0.6797603964805603
7555,3,0,id10306/tELtXMqh_xg/00002.wav,id10281/RDFdX3VxjUQ/00007.wav,0.07619930058717728
7556,3,1,id10306/tELtXMqh_xg/00003.wav,id10306/IANjHJYjfW8/00003.wav,0.589361310005188
7557,3,1,id10306/tELtXMqh_xg/00004.wav,id10306/cc5WSHcgkl8/00011.wav,0.5599434971809387
7558,3,0,id10306/tELtXMqh_xg/00004.wav,id10293/k1jiAINXHRI/00029.wav,0.01930263824760914
7559,3,1,id10306/tELtXMqh_xg/00005.wav,id10306/cc5WSHcgkl8/00011.wav,0.6111810207366943
7560,3,1,id10306/tuOl16Buy1Y/00001.wav,id10306/vZ56u00v6WA/00001.wav,0.5149989128112793
7561,3,1,id10306/tuOl16Buy1Y/00001.wav,id10306/YVeA3K_cPoc/00001.wav,0.45709508657455444
7562,3,0,id10306/tuOl16Buy1Y/00001.wav,id10273/eLl_yTeuaKo/00008.wav,0.04332122951745987
7563,3,0,id10306/tuOl16Buy1Y/00002.wav,id10289/sf4uMnkYFG8/00011.wav,-0.021573718637228012
7564,3,1,id10306/tuOl16Buy1Y/00002.wav,id10306/IANjHJYjfW8/00003.wav,0.5052353143692017
7565,3,0,id10306/tuOl16Buy1Y/00002.wav,id10297/kWOMY99knWI/00002.wav,-0.021517297253012657
7566,3,0,id10306/tuOl16Buy1Y/00003.wav,id10290/dDnqp9503Mg/00011.wav,0.08823774009943008
7567,3,0,id10306/tuOl16Buy1Y/00003.wav,id10284/YN4cTBWM-QE/00001.wav,-0.024501454085111618
7568,3,0,id10306/tuOl16Buy1Y/00004.wav,id10295/3tvnlmkCiTw/00004.wav,0.07633835822343826
7569,3,0,id10306/tuOl16Buy1Y/00004.wav,id10307/120gjdqGWNQ/00002.wav,0.07537145167589188
7570,3,1,id10306/tuOl16Buy1Y/00005.wav,id10306/ux1zzNHqQI8/00003.wav,0.5202423334121704
7571,3,0,id10306/tuOl16Buy1Y/00005.wav,id10289/3g9CjhcNEWk/00010.wav,0.25610172748565674
7572,3,0,id10306/tuOl16Buy1Y/00005.wav,id10307/IASj5B-pAyM/00003.wav,0.10271254181861877
7573,3,0,id10306/tuOl16Buy1Y/00005.wav,id10285/FUqAFZmZJ80/00019.wav,-0.06164396554231644
7574,3,0,id10306/tuOl16Buy1Y/00006.wav,id10273/0LbtndiXJC0/00002.wav,-0.025119580328464508
7575,3,0,id10306/tuOl16Buy1Y/00006.wav,id10292/azw51ZGuz9k/00004.wav,0.11219605803489685
7576,3,1,id10306/ux1zzNHqQI8/00001.wav,id10306/YVeA3K_cPoc/00001.wav,0.4801386594772339
7577,3,0,id10306/ux1zzNHqQI8/00001.wav,id10273/8fKRoUIpAJY/00005.wav,0.09235294163227081
7578,3,0,id10306/ux1zzNHqQI8/00001.wav,id10305/gbTZ7k9e_Z0/00007.wav,0.018778905272483826
7579,3,0,id10306/ux1zzNHqQI8/00001.wav,id10307/0nH78dDh0N0/00008.wav,0.24073365330696106
7580,3,0,id10306/ux1zzNHqQI8/00002.wav,id10296/sr0JJ4UghCE/00001.wav,0.024685384705662727
7581,3,1,id10306/ux1zzNHqQI8/00003.wav,id10306/IANjHJYjfW8/00012.wav,0.4432941675186157
7582,3,0,id10306/ux1zzNHqQI8/00004.wav,id10276/HrA2BLcLApA/00017.wav,0.039399854838848114
7583,3,0,id10306/ux1zzNHqQI8/00005.wav,id10299/752GDDvGPCA/00001.wav,0.13810428977012634
7584,3,1,id10306/ux1zzNHqQI8/00006.wav,id10306/2SaEbN8hYz4/00012.wav,0.42971545457839966
7585,3,0,id10306/uzt36PBzT2w/00001.wav,id10307/120gjdqGWNQ/00011.wav,0.23550957441329956
7586,3,0,id10306/uzt36PBzT2w/00002.wav,id10291/d2Lasybvo7s/00009.wav,0.13683044910430908
7587,3,0,id10306/uzt36PBzT2w/00003.wav,id10304/HTL8iLI75TY/00006.wav,0.04989521950483322
7588,3,1,id10306/uzt36PBzT2w/00005.wav,id10306/vZ56u00v6WA/00001.wav,0.6494327187538147
7589,3,1,id10306/uzt36PBzT2w/00005.wav,id10306/IANjHJYjfW8/00003.wav,0.6673814058303833
7590,3,0,id10306/uzt36PBzT2w/00005.wav,id10305/t0EX2dOBQjw/00001.wav,0.12545207142829895
7591,3,1,id10306/uzt36PBzT2w/00005.wav,id10306/XcXDiYWIS6E/00006.wav,0.4690712094306946
7592,3,1,id10306/uzt36PBzT2w/00006.wav,id10306/cc5WSHcgkl8/00013.wav,0.4444745182991028
7593,3,0,id10306/uzt36PBzT2w/00006.wav,id10273/8fKRoUIpAJY/00001.wav,-0.007306906394660473
7594,3,0,id10306/vZ56u00v6WA/00001.wav,id10295/w9jwTc5wuV4/00001.wav,-0.04021961987018585
7595,3,1,id10306/vZ56u00v6WA/00002.wav,id10306/uzt36PBzT2w/00004.wav,0.3916735053062439
7596,3,0,id10306/wHmbXYotPCg/00001.wav,id10283/j5ArtKwbobY/00014.wav,-0.02076609805226326
7597,3,1,id10306/yZc0ySzPBzE/00001.wav,id10306/C3AhSlYJd3w/00007.wav,0.5479187369346619
7598,3,0,id10306/yZc0ySzPBzE/00001.wav,id10270/5r0dWxy17C8/00027.wav,0.10125431418418884
7599,3,0,id10306/yZc0ySzPBzE/00002.wav,id10304/0TJ9sdJiDvA/00002.wav,0.036405112594366074
7600,3,0,id10306/QRMq4DnyM3I/00001.wav,id10298/hjvQiiG71rM/00019.wav,-0.01638459786772728
7601,3,0,id10306/QRMq4DnyM3I/00003.wav,id10280/v0Q-VyO4TjI/00011.wav,0.007389672100543976
7602,3,1,id10306/QRMq4DnyM3I/00004.wav,id10306/uzt36PBzT2w/00006.wav,0.5845851302146912
7603,3,0,id10306/QRMq4DnyM3I/00004.wav,id10292/ENIHEvg_VLM/00016.wav,0.05601075664162636
7604,3,0,id10306/QRMq4DnyM3I/00005.wav,id10279/PQHz4fGHPK8/00003.wav,-0.02397802099585533
7605,3,1,id10307/kp_GCjLq4qA/00001.wav,id10307/f8Ms66atECE/00007.wav,0.5043309926986694
7606,3,0,id10307/kp_GCjLq4qA/00001.wav,id10297/kWOMY99knWI/00002.wav,-0.027663175016641617
7607,3,1,id10307/kp_GCjLq4qA/00001.wav,id10307/120gjdqGWNQ/00016.wav,0.4683181047439575
7608,3,1,id10307/kp_GCjLq4qA/00001.wav,id10307/120gjdqGWNQ/00022.wav,0.43125152587890625
7609,3,1,id10307/kp_GCjLq4qA/00003.wav,id10307/c_aEjTGGhZ4/00009.wav,0.7821091413497925
7610,3,0,id10307/kp_GCjLq4qA/00003.wav,id10300/2cAiIYHfon0/00021.wav,-0.04056411236524582
7611,3,1,id10307/kp_GCjLq4qA/00003.wav,id10307/120gjdqGWNQ/00010.wav,0.5359402894973755
7612,3,0,id10307/kp_GCjLq4qA/00003.wav,id10276/3vWez3baO60/00005.wav,0.11909886449575424
7613,3,1,id10307/kp_GCjLq4qA/00003.wav,id10307/cR5FfR4TbEI/00008.wav,0.6416372060775757
7614,3,0,id10307/kp_GCjLq4qA/00004.wav,id10305/gbTZ7k9e_Z0/00007.wav,-0.03641654551029205
7615,3,1,id10307/kp_GCjLq4qA/00004.wav,id10307/f8Ms66atECE/00010.wav,0.6598511338233948
7616,3,1,id10307/kp_GCjLq4qA/00005.wav,id10307/120gjdqGWNQ/00010.wav,0.43626314401626587
7617,3,1,id10307/kp_GCjLq4qA/00005.wav,id10307/0nH78dDh0N0/00007.wav,0.6576164960861206
7618,3,1,id10307/0nH78dDh0N0/00001.wav,id10307/0nH78dDh0N0/00004.wav,0.7593271732330322
7619,3,1,id10307/0nH78dDh0N0/00002.wav,id10307/cR5FfR4TbEI/00008.wav,0.5148830413818359
7620,3,1,id10307/0nH78dDh0N0/00002.wav,id10307/IASj5B-pAyM/00005.wav,0.5920290946960449
7621,3,1,id10307/0nH78dDh0N0/00002.wav,id10307/120gjdqGWNQ/00012.wav,0.5765398144721985
7622,3,1,id10307/0nH78dDh0N0/00003.wav,id10307/120gjdqGWNQ/00012.wav,0.6230477094650269
7623,3,0,id10307/0nH78dDh0N0/00003.wav,id10304/zV7LlMi0eHo/00007.wav,-0.09514860808849335
7624,3,0,id10307/0nH78dDh0N0/00003.wav,id10293/MHOCv7pOmG4/00014.wav,0.02464500442147255
7625,3,1,id10307/0nH78dDh0N0/00004.wav,id10307/IpBtAcwbQb0/00007.wav,0.4892445504665375
7626,3,1,id10307/0nH78dDh0N0/00004.wav,id10307/c_aEjTGGhZ4/00009.wav,0.7191375494003296
7627,3,1,id10307/0nH78dDh0N0/00005.wav,id10307/120gjdqGWNQ/00024.wav,0.45533862709999084
7628,3,0,id10307/0nH78dDh0N0/00005.wav,id10270/GWXujl-xAVM/00037.wav,0.05533584952354431
7629,3,0,id10307/0nH78dDh0N0/00006.wav,id10298/Cjt5DP6qc5Q/00004.wav,0.028826136142015457
7630,3,1,id10307/0nH78dDh0N0/00006.wav,id10307/0nH78dDh0N0/00003.wav,0.8226335048675537
7631,3,1,id10307/0nH78dDh0N0/00007.wav,id10307/kp_GCjLq4qA/00004.wav,0.6637327671051025
7632,3,1,id10307/0nH78dDh0N0/00007.wav,id10307/bLrL6c37TYI/00003.wav,0.4120054841041565
7633,3,1,id10307/0nH78dDh0N0/00008.wav,id10307/120gjdqGWNQ/00018.wav,0.6955351829528809
7634,3,1,id10307/0nH78dDh0N0/00008.wav,id10307/f8Ms66atECE/00003.wav,0.7228962182998657
7635,3,1,id10307/0nH78dDh0N0/00009.wav,id10307/c_aEjTGGhZ4/00003.wav,0.690186083316803
7636,3,1,id10307/0nH78dDh0N0/00010.wav,id10307/c_aEjTGGhZ4/00009.wav,0.6952250003814697
7637,3,0,id10307/0nH78dDh0N0/00010.wav,id10283/j8UugkSTzzk/00004.wav,0.04317817836999893
7638,3,0,id10307/0nH78dDh0N0/00010.wav,id10273/gHPh9j7lc58/00009.wav,0.04438804090023041
7639,3,0,id10307/0nH78dDh0N0/00010.wav,id10302/VRCidrXwd1s/00024.wav,0.044605422765016556
7640,3,1,id10307/0nH78dDh0N0/00011.wav,id10307/c_aEjTGGhZ4/00003.wav,0.6321638822555542
7641,3,1,id10307/0nH78dDh0N0/00011.wav,id10307/f8Ms66atECE/00004.wav,0.799207329750061
7642,3,1,id10307/0nH78dDh0N0/00012.wav,id10307/0nH78dDh0N0/00002.wav,0.7630835175514221
7643,3,1,id10307/0nH78dDh0N0/00012.wav,id10307/wtqPC9vEZ0M/00002.wav,0.5971822738647461
7644,3,0,id10307/0nH78dDh0N0/00012.wav,id10305/Ih2s_PikIdI/00004.wav,-0.04235414043068886
7645,3,1,id10307/0nH78dDh0N0/00013.wav,id10307/0nH78dDh0N0/00016.wav,0.7675700783729553
7646,3,0,id10307/0nH78dDh0N0/00013.wav,id10292/KgY2xhg4Tqk/00006.wav,0.007623009383678436
7647,3,1,id10307/0nH78dDh0N0/00013.wav,id10307/yUv37vQWmzE/00008.wav,0.4932836890220642
7648,3,0,id10307/0nH78dDh0N0/00014.wav,id10281/ni6gO5jDLJE/00011.wav,-0.08913775533437729
7649,3,1,id10307/0nH78dDh0N0/00014.wav,id10307/120gjdqGWNQ/00002.wav,0.6343897581100464
7650,3,0,id10307/0nH78dDh0N0/00014.wav,id10278/x5dqrDlwxR4/00008.wav,-0.06960274279117584
7651,3,1,id10307/0nH78dDh0N0/00015.wav,id10307/120gjdqGWNQ/00011.wav,0.5500778555870056
7652,3,0,id10307/0nH78dDh0N0/00015.wav,id10283/vv4mvANXHcs/00002.wav,-0.12334438413381577
7653,3,1,id10307/0nH78dDh0N0/00015.wav,id10307/IpBtAcwbQb0/00007.wav,0.38474565744400024
7654,3,0,id10307/0nH78dDh0N0/00015.wav,id10293/vD3qGRbmXws/00008.wav,-0.0271347276866436
7655,3,0,id10307/0nH78dDh0N0/00016.wav,id10300/Fi8lnFPYgII/00022.wav,0.025639228522777557
7656,3,0,id10307/0nH78dDh0N0/00016.wav,id10304/GRv7pEnTwUc/00005.wav,0.04863455519080162
7657,3,1,id10307/0nH78dDh0N0/00017.wav,id10307/0nH78dDh0N0/00006.wav,0.7819331288337708
7658,3,0,id10307/0nH78dDh0N0/00017.wav,id10300/fAe7DXqrZls/00019.wav,0.12029622495174408
7659,3,1,id10307/0nH78dDh0N0/00017.wav,id10307/c_aEjTGGhZ4/00008.wav,0.5863386392593384
7660,3,1,id10307/0nH78dDh0N0/00018.wav,id10307/120gjdqGWNQ/00009.wav,0.6404873132705688
7661,3,0,id10307/0nH78dDh0N0/00018.wav,id10285/uArtiTSTnSU/00001.wav,0.12405864894390106
7662,3,0,id10307/0nH78dDh0N0/00018.wav,id10302/K2_D_tFdAgY/00011.wav,0.13067282736301422
7663,3,1,id10307/0nH78dDh0N0/00019.wav,id10307/0nH78dDh0N0/00008.wav,0.8026607632637024
7664,3,0,id10307/0nH78dDh0N0/00019.wav,id10298/hjvQiiG71rM/00033.wav,0.07708603143692017
7665,3,0,id10307/0nH78dDh0N0/00020.wav,id10285/uArtiTSTnSU/00001.wav,0.10350721329450607
7666,3,1,id10307/0nH78dDh0N0/00020.wav,id10307/0nH78dDh0N0/00006.wav,0.7759305238723755
7667,3,0,id10307/0nH78dDh0N0/00021.wav,id10302/2Er-cV85fc4/00001.wav,0.0012619905173778534
7668,3,1,id10307/0nH78dDh0N0/00021.wav,id10307/0nH78dDh0N0/00020.wav,0.7555223703384399
7669,3,0,id10307/0nH78dDh0N0/00021.wav,id10283/p5g1heXp34o/00007.wav,-0.015465378761291504
7670,3,1,id10307/0nH78dDh0N0/00021.wav,id10307/120gjdqGWNQ/00022.wav,0.6271716356277466
7671,3,1,id10307/120gjdqGWNQ/00001.wav,id10307/yUv37vQWmzE/00005.wav,0.5713340640068054
7672,3,0,id10307/120gjdqGWNQ/00001.wav,id10276/YloBWJxXzMI/00008.wav,0.08915132284164429
7673,3,1,id10307/120gjdqGWNQ/00002.wav,id10307/cR5FfR4TbEI/00008.wav,0.5524107813835144
7674,3,0,id10307/120gjdqGWNQ/00002.wav,id10302/K2_D_tFdAgY/00009.wav,-0.04037056118249893
7675,3,1,id10307/120gjdqGWNQ/00003.wav,id10307/0nH78dDh0N0/00019.wav,0.6194171905517578
7676,3,0,id10307/120gjdqGWNQ/00003.wav,id10278/Pp-rAswo4Xg/00020.wav,-0.042965367436409
7677,3,0,id10307/120gjdqGWNQ/00003.wav,id10309/vobW27_-JyQ/00009.wav,-0.025051195174455643
7678,3,0,id10307/120gjdqGWNQ/00005.wav,id10289/3g9CjhcNEWk/00010.wav,0.050206590443849564
7679,3,0,id10307/120gjdqGWNQ/00005.wav,id10283/SwMoq9ZHxpw/00004.wav,0.023668205365538597
7680,3,1,id10307/120gjdqGWNQ/00006.wav,id10307/120gjdqGWNQ/00022.wav,0.576271116733551
7681,3,1,id10307/120gjdqGWNQ/00006.wav,id10307/kp_GCjLq4qA/00002.wav,0.39490050077438354
7682,3,0,id10307/120gjdqGWNQ/00006.wav,id10300/Xroutc-3_SU/00001.wav,0.035938628017902374
7683,3,0,id10307/120gjdqGWNQ/00007.wav,id10302/K2_D_tFdAgY/00039.wav,0.013007692992687225
7684,3,1,id10307/120gjdqGWNQ/00007.wav,id10307/IASj5B-pAyM/00005.wav,0.5284734964370728
7685,3,1,id10307/120gjdqGWNQ/00008.wav,id10307/cR5FfR4TbEI/00006.wav,0.5484224557876587
7686,3,1,id10307/120gjdqGWNQ/00008.wav,id10307/yUv37vQWmzE/00004.wav,0.4966184198856354
7687,3,0,id10307/120gjdqGWNQ/00008.wav,id10279/4Q1IvdayPR8/00003.wav,0.0144256092607975
7688,3,1,id10307/120gjdqGWNQ/00009.wav,id10307/bLrL6c37TYI/00003.wav,0.38292694091796875
7689,3,0,id10307/120gjdqGWNQ/00009.wav,id10305/vbDKF8bZJQA/00007.wav,-0.08206360042095184
7690,3,0,id10307/120gjdqGWNQ/00009.wav,id10281/RDFdX3VxjUQ/00005.wav,0.06438709795475006
7691,3,1,id10307/120gjdqGWNQ/00010.wav,id10307/kp_GCjLq4qA/00004.wav,0.49356383085250854
7692,3,1,id10307/120gjdqGWNQ/00010.wav,id10307/f8Ms66atECE/00003.wav,0.5972446203231812
7693,3,1,id10307/120gjdqGWNQ/00011.wav,id10307/f8Ms66atECE/00003.wav,0.6104615330696106
7694,3,1,id10307/120gjdqGWNQ/00011.wav,id10307/bLrL6c37TYI/00003.wav,0.4003615975379944
7695,3,1,id10307/120gjdqGWNQ/00011.wav,id10307/cR5FfR4TbEI/00006.wav,0.592475414276123
7696,3,1,id10307/120gjdqGWNQ/00012.wav,id10307/120gjdqGWNQ/00011.wav,0.7783477902412415
7697,3,0,id10307/120gjdqGWNQ/00012.wav,id10281/ni6gO5jDLJE/00011.wav,-0.03407369554042816
7698,3,1,id10307/120gjdqGWNQ/00012.wav,id10307/c_aEjTGGhZ4/00009.wav,0.6762208342552185
7699,3,1,id10307/120gjdqGWNQ/00012.wav,id10307/0nH78dDh0N0/00012.wav,0.6270320415496826
